probeId	geneId
1418136_at	ENSMUSG00000030782
1418137_at	ENSMUSG00000021967
1418138_at	ENSMUSG00000029273
1418139_at	ENSMUSG00000031285
1418140_at	ENSMUSG00000031285
1418141_at	ENSMUSG00000031285
1418142_at	ENSMUSG00000030247
1418143_at	ENSMUSG00000015747
1418144_a_at	ENSMUSG00000028126
1418145_at	ENSMUSG00000029345
1418146_a_at	ENSMUSG00000031666
1418147_at	ENSMUSG00000028640
1418149_at	ENSMUSG00000021194
1418150_at	ENSMUSG00000018401
1418151_at	ENSMUSG00000018401
1418152_at	ENSMUSG00000031245
1418153_at	ENSMUSG00000032796
1418154_at	ENSMUSG00000031652
1418155_at	ENSMUSG00000024471
1418156_at	ENSMUSG00000047330
1418157_at	ENSMUSG00000069171
1418158_at	ENSMUSG00000022510
1418159_at	ENSMUSG00000009733
1418160_at	ENSMUSG00000070527
1418161_at	ENSMUSG00000025318
1418162_at	ENSMUSG00000039005
1418163_at	ENSMUSG00000039005
1418164_at	ENSMUSG00000029428
1418165_at	ENSMUSG00000038209
1418166_at	ENSMUSG00000000791
1418167_at	ENSMUSG00000005718
1418168_at	ENSMUSG00000061410
1418169_at	ENSMUSG00000061410
1418170_a_at	ENSMUSG00000061410
1418171_at	ENSMUSG00000051579
1418172_at	ENSMUSG00000042770
1418173_at	ENSMUSG00000035831
1418174_at	ENSMUSG00000059824
1418175_at	ENSMUSG00000022479
1418176_at	ENSMUSG00000022479
1418177_at	ENSMUSG00000020436
1418178_at	ENSMUSG00000034336
1418179_at	ENSMUSG00000022663
1418180_at	ENSMUSG00000001280
1418181_at	ENSMUSG00000059895
1418182_at	ENSMUSG00000059895
1418183_a_at	ENSMUSG00000017132
1418184_at	ENSMUSG00000068101
1418185_at	ENSMUSG00000070283
1418186_at	ENSMUSG00000001663
1418187_at	ENSMUSG00000001240
1418190_at	ENSMUSG00000002588
1418191_at	ENSMUSG00000030107
1418192_at	ENSMUSG00000000282
1418193_at	ENSMUSG00000000282
1418194_at	ENSMUSG00000020520
1418195_at	ENSMUSG00000020520
1418196_at	ENSMUSG00000006281
1418197_at	ENSMUSG00000031710
1418198_a_at	ENSMUSG00000002319
1418198_a_at	ENSMUSG00000002320
1418199_at	ENSMUSG00000028332
1418200_at	ENSMUSG00000028952
1418201_at	ENSMUSG00000037552
1418202_a_at	ENSMUSG00000024050
1418203_at	ENSMUSG00000024521
1418204_s_at	ENSMUSG00000024397
1418205_at	ENSMUSG00000031480
1418206_at	ENSMUSG00000022769
1418207_at	ENSMUSG00000004988
1418208_at	ENSMUSG00000026976
1418209_a_at	ENSMUSG00000027805
1418210_at	ENSMUSG00000027805
1418211_at	ENSMUSG00000030450
1418212_at	ENSMUSG00000049612
1418213_at	ENSMUSG00000006777
1418214_at	ENSMUSG00000024862
1418215_at	ENSMUSG00000024313
1418216_at	ENSMUSG00000006344
1418217_at	ENSMUSG00000026575
1418218_at	ENSMUSG00000007209
1418219_at	ENSMUSG00000031712
1418220_at	ENSMUSG00000038402
1418221_at	ENSMUSG00000061388
1418222_at	ENSMUSG00000036285
1418223_at	ENSMUSG00000025724
1418225_at	ENSMUSG00000026037
1418226_at	ENSMUSG00000026037
1418227_at	ENSMUSG00000026037
1418228_at	ENSMUSG00000029993
1418229_s_at	ENSMUSG00000029993
1418230_a_at	ENSMUSG00000019920
1418231_at	ENSMUSG00000019920
1418232_s_at	ENSMUSG00000019920
1418233_a_at	ENSMUSG00000040236
1418234_s_at	ENSMUSG00000005687
1418235_at	ENSMUSG00000038160
1418236_s_at	ENSMUSG00000038160
1418237_s_at	ENSMUSG00000001435
1418238_at	ENSMUSG00000027332
1418239_at	ENSMUSG00000040033
1418239_at	ENSMUSG00000047631
1418240_at	ENSMUSG00000028270
1418241_at	ENSMUSG00000058239
1418242_at	ENSMUSG00000010517
1418243_at	ENSMUSG00000026938
1418244_at	ENSMUSG00000002728
1418245_a_at	ENSMUSG00000033565
1418246_at	ENSMUSG00000033565
1418247_s_at	ENSMUSG00000033565
1418248_at	ENSMUSG00000031266
1418249_at	ENSMUSG00000025532
1418250_at	ENSMUSG00000034936
1418251_at	ENSMUSG00000001521
1418252_at	ENSMUSG00000028927
1418253_a_at	ENSMUSG00000025757
1418254_at	ENSMUSG00000010911
1418255_s_at	ENSMUSG00000040327
1418255_s_at	ENSMUSG00000015605
1418256_at	ENSMUSG00000015605
1418257_at	ENSMUSG00000017756
1418258_s_at	ENSMUSG00000020483
1418259_a_at	ENSMUSG00000015085
1418260_at	ENSMUSG00000053414
1418261_at	ENSMUSG00000021457
1418262_at	ENSMUSG00000021457
1418263_at	ENSMUSG00000032101
1418264_at	ENSMUSG00000021714
1418265_s_at	ENSMUSG00000031627
1418266_at	ENSMUSG00000032807
1418267_at	ENSMUSG00000032591
1418268_at	ENSMUSG00000032269
1418269_at	ENSMUSG00000000693
1418270_at	ENSMUSG00000031994
1418271_at	ENSMUSG00000025128
1418272_at	ENSMUSG00000076436
1418272_at	ENSMUSG00000076438
1418273_a_at	ENSMUSG00000058600
1418273_a_at	ENSMUSG00000062582
1418274_at	ENSMUSG00000008450
1418274_at	ENSMUSG00000071868
1418274_at	ENSMUSG00000071497
1418275_a_at	ENSMUSG00000037174
1418276_at	ENSMUSG00000037174
1418277_at	ENSMUSG00000032239
1418278_at	ENSMUSG00000032081
1418279_a_at	ENSMUSG00000018428
1418280_at	ENSMUSG00000000078
1418281_at	ENSMUSG00000027323
1418282_x_at	ENSMUSG00000071178
1418283_at	ENSMUSG00000047501
1418284_at	ENSMUSG00000008958
1418285_at	ENSMUSG00000031217
1418286_a_at	ENSMUSG00000031217
1418287_a_at	ENSMUSG00000047517
1418288_at	ENSMUSG00000020593
1418289_at	ENSMUSG00000004891
1418290_a_at	ENSMUSG00000006920
1418291_at	ENSMUSG00000071285
1418292_at	ENSMUSG00000052456
1418293_at	ENSMUSG00000045932
1418294_at	ENSMUSG00000028434
1418295_s_at	ENSMUSG00000022555
1418296_at	ENSMUSG00000009687
1418297_at	ENSMUSG00000025478
1418298_s_at	ENSMUSG00000025478
1418299_at	ENSMUSG00000025478
1418300_a_at	ENSMUSG00000020190
1418301_at	ENSMUSG00000026638
1418302_at	ENSMUSG00000015474
1418303_at	ENSMUSG00000062651
1418304_at	ENSMUSG00000021803
1418305_s_at	ENSMUSG00000028010
1418306_at	ENSMUSG00000029343
1418307_a_at	ENSMUSG00000024128
1418307_a_at	ENSMUSG00000024125
1418308_at	ENSMUSG00000020413
1418309_at	ENSMUSG00000063727
1418310_a_at	ENSMUSG00000039194
1418311_at	ENSMUSG00000025175
1418312_at	ENSMUSG00000001065
1418313_at	ENSMUSG00000001065
1418314_a_at	ENSMUSG00000008658
1418315_at	ENSMUSG00000026751
1418316_a_at	ENSMUSG00000007411
1418317_at	ENSMUSG00000000247
1418318_at	ENSMUSG00000031438
1418319_at	ENSMUSG00000031634
1418320_at	ENSMUSG00000030800
1418321_at	ENSMUSG00000024132
1418322_at	ENSMUSG00000063889
1418323_at	ENSMUSG00000032244
1418324_at	ENSMUSG00000032244
1418325_at	ENSMUSG00000049091
1418326_at	ENSMUSG00000040010
1418327_at	ENSMUSG00000026154
1418328_at	ENSMUSG00000022617
1418328_at	ENSMUSG00000078937
1418329_at	ENSMUSG00000056204
1418330_at	ENSMUSG00000005698
1418331_at	ENSMUSG00000025169
1418332_a_at	ENSMUSG00000021557
1418333_at	ENSMUSG00000028890
1418334_at	ENSMUSG00000002297
1418335_a_at	ENSMUSG00000038268
1418335_a_at	ENSMUSG00000078789
1418336_at	ENSMUSG00000031967
1418337_at	ENSMUSG00000053604
1418338_at	ENSMUSG00000024400
1418339_at	ENSMUSG00000030243
1418340_at	ENSMUSG00000058715
1418341_at	ENSMUSG00000019478
1418342_at	ENSMUSG00000029191
1418343_at	ENSMUSG00000015942
1418344_at	ENSMUSG00000024180
1418345_at	ENSMUSG00000089669
1418345_at	ENSMUSG00000090170
1418345_at	ENSMUSG00000018752
1418346_at	ENSMUSG00000050957
1418347_at	ENSMUSG00000031143
1418347_at	ENSMUSG00000039556
1418348_a_at	ENSMUSG00000020412
1418349_at	ENSMUSG00000024486
1418350_at	ENSMUSG00000024486
1418351_a_at	ENSMUSG00000027478
1418352_at	ENSMUSG00000031844
1418353_at	ENSMUSG00000024669
1418354_at	ENSMUSG00000018661
1418355_at	ENSMUSG00000030659
1418356_at	ENSMUSG00000071711
1418357_at	ENSMUSG00000020950
1418358_at	ENSMUSG00000074435
1418359_at	ENSMUSG00000040557
1418360_at	ENSMUSG00000010086
1418361_at	ENSMUSG00000040220
1418362_at	ENSMUSG00000051176
1418363_at	ENSMUSG00000022991
1418364_a_at	ENSMUSG00000062382
1418364_a_at	ENSMUSG00000050708
1418365_at	ENSMUSG00000032359
1418366_at	ENSMUSG00000064220
1418366_at	ENSMUSG00000070392
1418366_at	ENSMUSG00000063954
1418367_x_at	ENSMUSG00000064220
1418367_x_at	ENSMUSG00000063954
1418367_x_at	ENSMUSG00000070392
1418368_at	ENSMUSG00000022650
1418369_at	ENSMUSG00000025395
1418370_at	ENSMUSG00000091898
1418370_at	ENSMUSG00000021909
1418371_at	ENSMUSG00000020483
1418372_at	ENSMUSG00000022407
1418373_at	ENSMUSG00000020475
1418374_at	ENSMUSG00000057092
1418375_at	ENSMUSG00000025409
1418376_at	ENSMUSG00000031073
1418377_a_at	ENSMUSG00000059830
1418377_a_at	ENSMUSG00000064326
1418378_at	ENSMUSG00000027481
1418379_s_at	ENSMUSG00000031486
1418380_at	ENSMUSG00000025925
1418381_at	ENSMUSG00000022811
1418382_at	ENSMUSG00000071847
1418383_at	ENSMUSG00000071847
1418384_at	ENSMUSG00000025525
1418385_at	ENSMUSG00000036748
1418386_at	ENSMUSG00000021951
1418387_at	ENSMUSG00000079184
1418388_s_at	ENSMUSG00000079184
1418389_at	ENSMUSG00000083012
1418390_at	ENSMUSG00000058318
1418391_at	ENSMUSG00000058318
1418392_a_at	ENSMUSG00000028268
1418393_a_at	ENSMUSG00000025348
1418394_a_at	ENSMUSG00000002885
1418395_at	ENSMUSG00000010122
1418396_at	ENSMUSG00000034786
1418397_at	ENSMUSG00000031365
1418398_a_at	ENSMUSG00000000244
1418399_at	ENSMUSG00000034327
1418400_at	ENSMUSG00000034839
1418401_a_at	ENSMUSG00000030203
1418402_at	ENSMUSG00000011256
1418403_at	ENSMUSG00000011256
1418404_at	ENSMUSG00000024824
1418405_at	ENSMUSG00000029102
1418406_at	ENSMUSG00000025584
1418407_at	ENSMUSG00000025584
1418408_at	ENSMUSG00000039795
1418409_at	ENSMUSG00000046380
1418410_at	ENSMUSG00000046380
1418411_at	ENSMUSG00000033313
1418412_at	ENSMUSG00000000296
1418413_at	ENSMUSG00000062694
1418414_at	ENSMUSG00000058248
1418415_at	ENSMUSG00000038700
1418416_x_at	ENSMUSG00000074359
1418417_at	ENSMUSG00000025930
1418418_a_at	ENSMUSG00000021345
1418419_at	ENSMUSG00000020883
1418420_at	ENSMUSG00000009471
1418421_at	ENSMUSG00000000317
1418422_at	ENSMUSG00000057726
1418423_s_at	ENSMUSG00000038327
1418423_s_at	ENSMUSG00000071452
1418423_s_at	ENSMUSG00000062342
1418423_s_at	ENSMUSG00000057726
1418424_at	ENSMUSG00000053475
1418425_at	ENSMUSG00000060284
1418426_at	ENSMUSG00000024154
1418427_at	ENSMUSG00000006740
1418428_at	ENSMUSG00000006740
1418429_at	ENSMUSG00000006740
1418430_at	ENSMUSG00000006740
1418431_at	ENSMUSG00000006740
1418432_at	ENSMUSG00000036707
1418433_at	ENSMUSG00000036707
1418434_at	ENSMUSG00000029922
1418435_at	ENSMUSG00000029922
1418436_at	ENSMUSG00000019998
1418437_a_at	ENSMUSG00000017801
1418438_at	ENSMUSG00000023057
1418439_at	ENSMUSG00000062981
1418440_at	ENSMUSG00000068196
1418441_at	ENSMUSG00000068196
1418442_at	ENSMUSG00000020290
1418443_at	ENSMUSG00000020290
1418444_a_at	ENSMUSG00000033917
1418445_at	ENSMUSG00000033965
1418446_at	ENSMUSG00000033965
1418447_at	ENSMUSG00000021192
1418448_at	ENSMUSG00000038387
1418449_at	ENSMUSG00000041782
1418450_at	ENSMUSG00000037206
1418451_at	ENSMUSG00000043004
1418452_at	ENSMUSG00000043004
1418453_a_at	ENSMUSG00000026576
1418454_at	ENSMUSG00000030116
1418455_at	ENSMUSG00000018672
1418456_a_at	ENSMUSG00000021508
1418457_at	ENSMUSG00000021508
1418458_at	ENSMUSG00000029466
1418459_at	ENSMUSG00000030301
1418460_at	ENSMUSG00000028082
1418461_at	ENSMUSG00000028082
1418462_at	ENSMUSG00000027714
1418463_at	ENSMUSG00000031834
1418464_at	ENSMUSG00000016995
1418465_at	ENSMUSG00000071715
1418467_at	ENSMUSG00000028949
1418468_at	ENSMUSG00000021866
1418469_at	ENSMUSG00000048490
1418470_at	ENSMUSG00000014932
1418471_at	ENSMUSG00000004791
1418472_at	ENSMUSG00000020774
1418473_at	ENSMUSG00000025193
1418474_at	ENSMUSG00000022217
1418475_at	ENSMUSG00000030873
1418476_at	ENSMUSG00000007888
1418477_at	ENSMUSG00000040533
1418478_at	ENSMUSG00000036111
1418479_at	ENSMUSG00000020128
1418480_at	ENSMUSG00000029372
1418481_at	ENSMUSG00000023908
1418482_at	ENSMUSG00000037190
1418483_a_at	ENSMUSG00000035778
1418484_at	ENSMUSG00000028842
1418484_at	ENSMUSG00000028845
1418485_at	ENSMUSG00000006576
1418486_at	ENSMUSG00000037440
1418487_at	ENSMUSG00000005251
1418488_s_at	ENSMUSG00000005251
1418489_a_at	ENSMUSG00000059588
1418490_at	ENSMUSG00000029596
1418491_a_at	ENSMUSG00000032103
1418492_at	ENSMUSG00000050069
1418493_a_at	ENSMUSG00000025889
1418494_at	ENSMUSG00000022053
1418495_at	ENSMUSG00000027387
1418496_at	ENSMUSG00000035451
1418497_at	ENSMUSG00000031137
1418498_at	ENSMUSG00000031137
1418499_a_at	ENSMUSG00000035165
1418500_at	ENSMUSG00000055733
1418501_a_at	ENSMUSG00000022307
1418502_a_at	ENSMUSG00000022307
1418503_at	ENSMUSG00000024359
1418504_at	ENSMUSG00000024359
1418505_at	ENSMUSG00000020029
1418506_a_at	ENSMUSG00000005161
1418507_s_at	ENSMUSG00000020027
1418508_a_at	ENSMUSG00000059923
1418509_at	ENSMUSG00000025150
1418510_s_at	ENSMUSG00000038206
1418511_at	ENSMUSG00000026574
1418512_at	ENSMUSG00000022329
1418513_at	ENSMUSG00000022329
1418514_at	ENSMUSG00000029267
1418515_at	ENSMUSG00000029267
1418516_at	ENSMUSG00000029267
1418517_at	ENSMUSG00000031734
1418518_at	ENSMUSG00000030530
1418519_at	ENSMUSG00000057228
1418520_at	ENSMUSG00000056429
1418521_a_at	ENSMUSG00000064068
1418522_at	ENSMUSG00000064068
1418523_at	ENSMUSG00000064145
1418524_at	ENSMUSG00000031592
1418525_at	ENSMUSG00000031592
1418526_at	ENSMUSG00000028676
1418527_a_at	ENSMUSG00000028676
1418528_a_at	ENSMUSG00000022174
1418529_at	ENSMUSG00000006289
1418530_at	ENSMUSG00000051329
1418531_at	ENSMUSG00000041857
1418532_at	ENSMUSG00000050288
1418533_s_at	ENSMUSG00000050288
1418534_at	ENSMUSG00000050288
1418535_at	ENSMUSG00000026482
1418536_at	ENSMUSG00000055413
1418536_at	ENSMUSG00000060550
1418537_at	ENSMUSG00000052605
1418538_at	ENSMUSG00000010830
1418539_a_at	ENSMUSG00000041836
1418540_a_at	ENSMUSG00000041836
1418541_at	ENSMUSG00000020652
1418542_s_at	ENSMUSG00000020652
1418543_s_at	ENSMUSG00000020925
1418544_at	ENSMUSG00000079056
1418545_at	ENSMUSG00000019831
1418546_a_at	ENSMUSG00000024776
1418547_at	ENSMUSG00000029664
1418548_at	ENSMUSG00000017000
1418549_at	ENSMUSG00000028298
1418550_x_at	ENSMUSG00000058618
1418550_x_at	ENSMUSG00000074437
1418551_at	ENSMUSG00000002100
1418552_at	ENSMUSG00000058831
1418553_at	ENSMUSG00000004568
1418554_at	ENSMUSG00000058396
1418555_x_at	ENSMUSG00000004359
1418556_at	ENSMUSG00000041791
1418557_s_at	ENSMUSG00000000411
1418558_at	ENSMUSG00000024518
1418559_at	ENSMUSG00000026125
1418560_at	ENSMUSG00000031299
1418561_at	ENSMUSG00000025982
1418562_at	ENSMUSG00000025982
1418563_at	ENSMUSG00000036371
1418564_s_at	ENSMUSG00000036371
1418565_at	ENSMUSG00000036371
1418566_s_at	ENSMUSG00000020328
1418567_a_at	ENSMUSG00000009549
1418568_x_at	ENSMUSG00000009549
1418569_at	ENSMUSG00000006219
1418570_at	ENSMUSG00000003458
1418571_at	ENSMUSG00000023905
1418572_x_at	ENSMUSG00000023905
1418573_a_at	ENSMUSG00000027593
1418574_a_at	ENSMUSG00000042541
1418575_at	ENSMUSG00000042541
1418576_at	ENSMUSG00000024487
1418577_at	ENSMUSG00000025034
1418578_at	ENSMUSG00000025357
1418579_at	ENSMUSG00000031347
1418580_at	ENSMUSG00000033355
1418581_a_at	ENSMUSG00000020451
1418582_at	ENSMUSG00000006362
1418583_at	ENSMUSG00000019791
1418584_at	ENSMUSG00000021548
1418585_at	ENSMUSG00000021548
1418586_at	ENSMUSG00000005580
1418587_at	ENSMUSG00000021277
1418588_at	ENSMUSG00000048978
1418589_a_at	ENSMUSG00000048416
1418590_at	ENSMUSG00000003731
1418591_at	ENSMUSG00000032285
1418592_at	ENSMUSG00000032285
1418593_at	ENSMUSG00000036980
1418594_a_at	ENSMUSG00000020647
1418595_at	ENSMUSG00000002831
1418596_at	ENSMUSG00000005320
1418597_at	ENSMUSG00000002814
1418598_at	ENSMUSG00000027300
1418599_at	ENSMUSG00000027966
1418600_at	ENSMUSG00000054191
1418601_at	ENSMUSG00000024747
1418602_at	ENSMUSG00000031962
1418603_at	ENSMUSG00000020123
1418604_at	ENSMUSG00000020123
1418605_at	ENSMUSG00000005897
1418606_at	ENSMUSG00000050368
1418606_at	ENSMUSG00000042499
1418607_at	ENSMUSG00000029627
1418608_at	ENSMUSG00000063130
1418609_at	ENSMUSG00000026984
1418610_at	ENSMUSG00000030500
1418611_at	ENSMUSG00000038390
1418612_at	ENSMUSG00000078763
1418613_at	ENSMUSG00000041248
1418614_at	ENSMUSG00000041248
1418615_at	ENSMUSG00000026587
1418616_at	ENSMUSG00000018143
1418617_x_at	ENSMUSG00000002190
1418618_at	ENSMUSG00000058665
1418619_at	ENSMUSG00000032174
1418620_at	ENSMUSG00000007946
1418621_at	ENSMUSG00000047187
1418622_at	ENSMUSG00000047187
1418624_at	ENSMUSG00000028639
1418625_s_at	ENSMUSG00000078142
1418625_s_at	ENSMUSG00000057666
1418625_s_at	ENSMUSG00000069236
1418625_s_at	ENSMUSG00000069376
1418625_s_at	ENSMUSG00000070408
1418625_s_at	ENSMUSG00000070443
1418625_s_at	ENSMUSG00000070490
1418625_s_at	ENSMUSG00000071102
1418625_s_at	ENSMUSG00000071318
1418625_s_at	ENSMUSG00000072432
1418625_s_at	ENSMUSG00000079501
1418625_s_at	ENSMUSG00000072451
1418625_s_at	ENSMUSG00000073212
1418625_s_at	ENSMUSG00000079360
1418625_s_at	ENSMUSG00000078967
1418625_s_at	ENSMUSG00000078965
1418625_s_at	ENSMUSG00000078636
1418625_s_at	ENSMUSG00000075241
1418625_s_at	ENSMUSG00000078592
1418625_s_at	ENSMUSG00000078370
1418625_s_at	ENSMUSG00000078300
1418625_s_at	ENSMUSG00000078191
1418625_s_at	ENSMUSG00000078162
1418626_a_at	ENSMUSG00000022037
1418627_at	ENSMUSG00000028124
1418628_at	ENSMUSG00000028790
1418629_a_at	ENSMUSG00000028790
1418630_at	ENSMUSG00000028790
1418631_at	ENSMUSG00000039159
1418631_at	ENSMUSG00000074903
1418632_at	ENSMUSG00000039159
1418633_at	ENSMUSG00000026923
1418634_at	ENSMUSG00000026923
1418635_at	ENSMUSG00000003382
1418636_at	ENSMUSG00000003382
1418637_at	ENSMUSG00000003382
1418638_at	ENSMUSG00000079547
1418639_at	ENSMUSG00000022097
1418640_at	ENSMUSG00000020063
1418641_at	ENSMUSG00000002699
1418642_at	ENSMUSG00000002699
1418643_at	ENSMUSG00000020577
1418644_a_at	ENSMUSG00000003068
1418645_at	ENSMUSG00000020017
1418646_at	ENSMUSG00000024429
1418647_at	ENSMUSG00000024429
1418648_at	ENSMUSG00000035105
1418649_at	ENSMUSG00000035105
1418650_at	ENSMUSG00000034401
1418651_at	ENSMUSG00000034401
1418652_at	ENSMUSG00000029417
1418653_at	ENSMUSG00000054827
1418654_at	ENSMUSG00000027870
1418655_at	ENSMUSG00000006731
1418656_at	ENSMUSG00000091625
1418657_at	ENSMUSG00000030034
1418658_at	ENSMUSG00000028229
1418659_at	ENSMUSG00000029238
1418660_at	ENSMUSG00000029238
1418661_at	ENSMUSG00000039202
1418662_at	ENSMUSG00000028619
1418663_at	ENSMUSG00000028402
1418664_at	ENSMUSG00000028402
1418665_at	ENSMUSG00000024525
1418666_at	ENSMUSG00000027832
1418667_at	ENSMUSG00000021711
1418668_at	ENSMUSG00000033533
1418669_at	ENSMUSG00000028763
1418670_s_at	ENSMUSG00000028763
1418671_at	ENSMUSG00000035547
1418672_at	ENSMUSG00000021213
1418673_at	ENSMUSG00000022676
1418674_at	ENSMUSG00000022146
1418675_at	ENSMUSG00000022146
1418676_at	ENSMUSG00000032318
1418677_at	ENSMUSG00000006457
1418678_at	ENSMUSG00000022367
1418679_at	ENSMUSG00000015441
1418680_at	ENSMUSG00000022766
1418681_at	ENSMUSG00000041718
1418682_at	ENSMUSG00000027719
1418683_at	ENSMUSG00000003872
1418685_at	ENSMUSG00000032041
1418686_at	ENSMUSG00000001166
1418687_at	ENSMUSG00000022602
1418688_at	ENSMUSG00000023964
1418689_at	ENSMUSG00000021441
1418691_at	ENSMUSG00000020599
1418692_at	ENSMUSG00000003037
1418693_at	ENSMUSG00000060373
1418694_at	ENSMUSG00000055239
1418695_a_at	ENSMUSG00000055239
1418696_at	ENSMUSG00000002028
1418696_at	ENSMUSG00000039438
1418697_at	ENSMUSG00000003477
1418698_a_at	ENSMUSG00000024588
1418699_s_at	ENSMUSG00000024588
1418700_at	ENSMUSG00000029199
1418701_at	ENSMUSG00000000326
1418702_a_at	ENSMUSG00000058833
1418703_at	ENSMUSG00000026970
1418704_at	ENSMUSG00000042312
1418705_at	ENSMUSG00000041578
1418706_at	ENSMUSG00000010064
1418707_at	ENSMUSG00000037316
1418708_at	ENSMUSG00000074336
1418709_at	ENSMUSG00000074218
1418710_at	ENSMUSG00000068686
1418710_at	ENSMUSG00000032679
1418711_at	ENSMUSG00000025856
1418712_at	ENSMUSG00000063838
1418713_at	ENSMUSG00000020098
1418714_at	ENSMUSG00000037887
1418715_at	ENSMUSG00000033610
1418716_at	ENSMUSG00000014551
1418717_at	ENSMUSG00000014551
1418718_at	ENSMUSG00000018920
1418719_at	ENSMUSG00000035439
1418720_at	ENSMUSG00000026240
1418721_at	ENSMUSG00000026240
1418722_at	ENSMUSG00000032484
1418723_at	ENSMUSG00000036832
1418724_at	ENSMUSG00000058952
1418725_at	ENSMUSG00000027606
1418726_a_at	ENSMUSG00000026414
1418727_at	ENSMUSG00000022142
1418728_at	ENSMUSG00000031574
1418729_at	ENSMUSG00000031574
1418730_at	ENSMUSG00000056537
1418731_at	ENSMUSG00000056537
1418732_s_at	ENSMUSG00000005150
1418733_at	ENSMUSG00000035799
1418735_at	ENSMUSG00000059668
1418736_at	ENSMUSG00000043300
1418737_at	ENSMUSG00000028443
1418738_at	ENSMUSG00000019194
1418739_at	ENSMUSG00000017868
1418740_at	ENSMUSG00000034913
1418741_at	ENSMUSG00000001281
1418742_at	ENSMUSG00000043485
1418743_a_at	ENSMUSG00000029359
1418744_s_at	ENSMUSG00000029359
1418745_at	ENSMUSG00000048368
1418746_at	ENSMUSG00000026179
1418747_at	ENSMUSG00000002111
1418748_at	ENSMUSG00000005355
1418749_at	ENSMUSG00000030465
1418750_at	ENSMUSG00000031385
1418751_at	ENSMUSG00000028460
1418752_at	ENSMUSG00000019102
1418753_at	ENSMUSG00000020363
1418754_at	ENSMUSG00000022376
1418755_at	ENSMUSG00000027868
1418756_at	ENSMUSG00000005892
1418757_at	ENSMUSG00000033368
1418758_a_at	ENSMUSG00000018001
1418759_at	ENSMUSG00000021940
1418760_at	ENSMUSG00000066441
1418761_at	ENSMUSG00000013415
1418762_at	ENSMUSG00000026399
1418763_at	ENSMUSG00000022751
1418764_a_at	ENSMUSG00000026617
1418765_at	ENSMUSG00000040413
1418766_s_at	ENSMUSG00000040413
1418767_at	ENSMUSG00000024055
1418768_at	ENSMUSG00000038084
1418769_at	ENSMUSG00000028116
1418770_at	ENSMUSG00000027863
1418771_a_at	ENSMUSG00000021999
1418772_at	ENSMUSG00000033799
1418773_at	ENSMUSG00000024664
1418774_a_at	ENSMUSG00000033792
1418775_at	ENSMUSG00000047423
1418776_at	ENSMUSG00000034438
1418777_at	ENSMUSG00000023235
1418778_at	ENSMUSG00000027994
1418779_at	ENSMUSG00000024889
1418780_at	ENSMUSG00000023963
1418781_at	ENSMUSG00000015542
1418782_at	ENSMUSG00000015843
1418783_at	ENSMUSG00000009246
1418784_at	ENSMUSG00000003378
1418785_at	ENSMUSG00000022619
1418787_at	ENSMUSG00000024863
1418788_at	ENSMUSG00000006386
1418789_at	ENSMUSG00000020672
1418790_at	ENSMUSG00000021743
1418791_at	ENSMUSG00000028488
1418792_at	ENSMUSG00000028488
1418793_at	ENSMUSG00000033540
1418794_at	ENSMUSG00000058793
1418795_at	ENSMUSG00000058793
1418796_at	ENSMUSG00000004473
1418797_at	ENSMUSG00000024730
1418798_s_at	ENSMUSG00000002007
1418799_a_at	ENSMUSG00000025064
1418800_at	ENSMUSG00000038970
1418800_at	ENSMUSG00000052271
1418801_at	ENSMUSG00000029729
1418803_a_at	ENSMUSG00000000817
1418804_at	ENSMUSG00000027762
1418805_at	ENSMUSG00000038580
1418806_at	ENSMUSG00000028859
1418807_at	ENSMUSG00000074635
1418808_at	ENSMUSG00000025350
1418809_at	ENSMUSG00000089942
1418809_at	ENSMUSG00000030427
1418810_at	ENSMUSG00000018634
1418811_at	ENSMUSG00000026805
1418812_a_at	ENSMUSG00000026805
1418813_at	ENSMUSG00000041550
1418814_s_at	ENSMUSG00000020022
1418815_at	ENSMUSG00000024304
1418818_at	ENSMUSG00000044217
1418819_at	ENSMUSG00000030105
1418820_s_at	ENSMUSG00000018239
1418821_at	ENSMUSG00000060407
1418821_at	ENSMUSG00000091867
1418822_a_at	ENSMUSG00000044147
1418823_at	ENSMUSG00000044147
1418824_at	ENSMUSG00000044147
1418825_at	ENSMUSG00000046879
1418826_at	ENSMUSG00000024677
1418827_at	ENSMUSG00000031527
1418828_at	ENSMUSG00000031527
1418829_a_at	ENSMUSG00000004267
1418830_at	ENSMUSG00000003379
1418831_at	ENSMUSG00000054065
1418832_at	ENSMUSG00000054065
1418833_at	ENSMUSG00000026272
1418834_at	ENSMUSG00000060708
1418835_at	ENSMUSG00000020205
1418836_at	ENSMUSG00000030674
1418837_at	ENSMUSG00000030674
1418838_at	ENSMUSG00000031378
1418839_at	ENSMUSG00000029276
1418840_at	ENSMUSG00000024975
1418841_s_at	ENSMUSG00000029062
1418842_at	ENSMUSG00000022831
1418843_at	ENSMUSG00000005802
1418844_at	ENSMUSG00000032059
1418845_at	ENSMUSG00000024386
1418846_at	ENSMUSG00000019518
1418847_at	ENSMUSG00000021125
1418848_at	ENSMUSG00000028427
1418849_x_at	ENSMUSG00000028427
1418850_at	ENSMUSG00000024240
1418851_at	ENSMUSG00000045409
1418852_at	ENSMUSG00000027107
1418853_at	ENSMUSG00000051716
